reservation_id,guest_id,stay_number,checkin_date,checkin_day,length_of_stay,lead_time_days,purpose,room_category,rate_type,nightly_rate,room_revenue,satisfaction_score,nps,rebooked_direct
R01667,G0316,7,2023-08-06,Saturday,5,21,Bleisure,Standard,OTA Rate,148.85,744.25,6.8,Detractor,False
R01668,G0316,8,2024-09-02,Sunday,6,29,Leisure,Junior Suite,OTA Rate,287.17,1723.02,7.2,Passive,False
R01669,G0316,9,2023-12-11,Saturday,2,7,Leisure,Deluxe,OTA Rate,198.84,397.68,8.3,Passive,False
R01670,G0316,10,2024-06-23,Tuesday,1,15,Business,Deluxe,OTA Rate,202.57,202.57,8.0,Passive,False
R01671,G0317,1,2024-01-22,Friday,6,15,Leisure,Deluxe,BAR,208.13,1248.78,6.6,Detractor,False
R01672,G0318,1,2023-08-17,Saturday,4,19,Leisure,Junior Suite,OTA Rate,284.29,1137.16,6.0,Detractor,False
R01673,G0318,2,2023-02-16,Sunday,1,6,Business,Deluxe,OTA Rate,189.57,189.57,6.3,Detractor,False
R01674,G0319,1,2023-05-31,Saturday,2,10,Bleisure,Presidential Suite,Corporate Rate,583.93,1167.86,7.1,Passive,False
R01675,G0319,2,2024-06-27,Thursday,2,19,Business,Deluxe,Corporate Rate,175.95,351.9,9.4,Promoter,True
R01676,G0319,3,2023-07-15,Wednesday,3,6,Bleisure,Junior Suite,Corporate Rate,235.48,706.44,7.8,Passive,False
R01677,G0319,4,2024-04-15,Wednesday,2,14,Business,Junior Suite,Corporate Rate,249.86,499.72,9.1,Promoter,True
R01678,G0319,5,2023-11-13,Friday,3,11,Business,Presidential Suite,Corporate Rate,607.2,1821.6,9.3,Promoter,False
R01679,G0320,1,2023-07-26,Wednesday,4,98,Business,Deluxe,BAR,186.54,746.16,8.6,Passive,False
R01680,G0320,2,2023-10-11,Friday,4,42,Bleisure,Presidential Suite,Loyalty Rate,645.65,2582.6,7.8,Passive,False
R01681,G0320,3,2024-01-05,Friday,6,42,Leisure,Junior Suite,Package,245.31,1471.86,8.4,Passive,False
R01682,G0320,4,2024-06-12,Sunday,5,110,Leisure,Standard,Loyalty Rate,139.22,696.1,8.1,Passive,False
R01683,G0320,5,2023-08-07,Saturday,7,68,Leisure,Standard,Package,140.41,982.87,7.4,Passive,False
R01684,G0320,6,2023-04-03,Friday,4,69,Leisure,Suite,Package,361.62,1446.48,8.4,Passive,False
R01685,G0320,7,2024-02-29,Saturday,6,40,Leisure,Deluxe,Loyalty Rate,172.02,1032.12,7.2,Passive,False
R01686,G0321,1,2024-10-31,Friday,7,17,Leisure,Presidential Suite,Package,610.09,4270.63,8.8,Passive,False
R01687,G0321,2,2024-08-09,Saturday,5,48,Bleisure,Suite,BAR,364.19,1820.95,7.7,Passive,False
R01688,G0321,3,2024-04-03,Sunday,6,71,Bleisure,Junior Suite,BAR,239.12,1434.72,8.3,Passive,False
R01689,G0321,4,2024-03-31,Thursday,7,81,Leisure,Standard,Package,139.54,976.78,8.3,Passive,False
R01690,G0321,5,2024-07-07,Monday,5,73,Leisure,Junior Suite,Loyalty Rate,238.96,1194.8,7.9,Passive,False
R01691,G0321,6,2024-05-20,Saturday,5,79,Leisure,Presidential Suite,BAR,637.99,3189.95,8.6,Passive,True
R01692,G0322,1,2024-07-17,Tuesday,3,17,Business,Deluxe,Corporate Rate,169.65,508.95,7.4,Passive,False
R01693,G0322,2,2023-06-09,Saturday,5,5,Leisure,Deluxe,Corporate Rate,171.01,855.05,8.8,Passive,False
R01694,G0322,3,2023-07-04,Wednesday,3,3,Business,Junior Suite,Corporate Rate,232.51,697.53,7.0,Passive,False
R01695,G0322,4,2023-04-01,Thursday,1,7,Business,Suite,Corporate Rate,345.02,345.02,8.2,Passive,False
R01696,G0322,5,2024-07-06,Tuesday,3,6,Business,Junior Suite,Corporate Rate,226.93,680.79,9.7,Promoter,False
R01697,G0322,6,2024-10-26,Monday,5,15,Bleisure,Junior Suite,Corporate Rate,246.91,1234.55,7.3,Passive,False
R01698,G0323,1,2024-09-02,Monday,2,89,Business,Standard,BAR,144.83,289.66,6.7,Detractor,False
R01699,G0323,2,2024-07-22,Wednesday,1,42,Business,Standard,Package,156.36,156.36,7.9,Passive,False
R01700,G0324,1,2024-03-23,Saturday,5,19,Leisure,Junior Suite,Loyalty Rate,248.89,1244.45,8.5,Passive,True
R01701,G0324,2,2024-06-07,Sunday,7,42,Leisure,Presidential Suite,Loyalty Rate,618.92,4332.44,9.0,Promoter,True
R01702,G0324,3,2024-05-13,Saturday,3,41,Bleisure,Deluxe,Loyalty Rate,181.73,545.19,9.1,Promoter,False
R01703,G0324,4,2023-11-22,Sunday,4,30,Bleisure,Suite,BAR,363.8,1455.2,9.2,Promoter,False
R01704,G0324,5,2023-08-16,Saturday,4,47,Leisure,Standard,Loyalty Rate,134.24,536.96,9.6,Promoter,True
R01705,G0324,6,2023-03-20,Thursday,5,20,Bleisure,Suite,BAR,369.18,1845.9,9.0,Promoter,False
R01706,G0324,7,2024-10-25,Sunday,3,65,Leisure,Suite,Loyalty Rate,352.09,1056.27,8.5,Passive,False
R01707,G0324,8,2024-06-30,Saturday,6,70,Leisure,Presidential Suite,Loyalty Rate,625.35,3752.1,9.2,Promoter,True
R01708,G0324,9,2023-05-26,Sunday,3,48,Business,Junior Suite,BAR,244.5,733.5,10.0,Promoter,False
R01709,G0324,10,2024-08-11,Monday,3,68,Leisure,Suite,Loyalty Rate,351.05,1053.15,8.6,Passive,True
R01710,G0324,11,2024-03-18,Monday,2,75,Business,Junior Suite,Loyalty Rate,255.62,511.24,7.9,Passive,False
R01711,G0324,12,2023-05-02,Sunday,4,71,Bleisure,Suite,Loyalty Rate,375.46,1501.84,9.6,Promoter,False
R01712,G0324,13,2024-11-09,Tuesday,5,85,Bleisure,Suite,Loyalty Rate,340.66,1703.3,8.6,Passive,False
R01713,G0325,1,2023-04-01,Friday,4,21,Bleisure,Standard,OTA Rate,153.0,612.0,4.6,Detractor,False
R01714,G0325,2,2023-08-21,Monday,3,12,Business,Standard,OTA Rate,143.8,431.4,7.3,Passive,False
R01715,G0326,1,2023-09-18,Saturday,5,17,Leisure,Suite,Package,351.12,1755.6,7.4,Passive,False
R01716,G0326,2,2024-01-29,Saturday,5,36,Leisure,Junior Suite,Loyalty Rate,254.79,1273.95,8.0,Passive,False
R01717,G0326,3,2024-01-01,Saturday,7,76,Leisure,Deluxe,Package,187.64,1313.48,8.4,Passive,False
R01718,G0326,4,2023-04-28,Friday,4,15,Bleisure,Suite,Package,342.22,1368.88,8.3,Passive,False
R01719,G0326,5,2024-11-11,Wednesday,1,50,Business,Suite,Loyalty Rate,370.58,370.58,8.7,Passive,True
R01720,G0326,6,2023-10-08,Friday,2,89,Leisure,Deluxe,BAR,182.96,365.92,7.8,Passive,False
R01721,G0326,7,2024-04-05,Saturday,3,89,Bleisure,Suite,Package,360.54,1081.62,8.5,Passive,True
R01722,G0326,8,2024-10-14,Sunday,2,33,Leisure,Deluxe,Package,176.07,352.14,7.9,Passive,False
R01723,G0327,1,2023-01-31,Saturday,5,37,Leisure,Standard,Promotional,150.84,754.2,7.8,Passive,False
R01724,G0327,2,2024-04-08,Saturday,5,67,Leisure,Deluxe,Promotional,189.09,945.45,8.0,Passive,False
R01725,G0327,3,2023-11-17,Sunday,4,36,Leisure,Junior Suite,Promotional,270.68,1082.72,6.8,Detractor,False
R01726,G0327,4,2023-05-12,Thursday,1,48,Business,Deluxe,BAR,191.21,191.21,8.4,Passive,False
R01727,G0327,5,2023-08-02,Sunday,6,42,Leisure,Suite,BAR,415.99,2495.94,7.1,Passive,False
R01728,G0328,1,2023-01-17,Friday,3,23,Business,Deluxe,BAR,174.64,523.92,8.4,Passive,False
R01729,G0328,2,2024-02-18,Tuesday,3,35,Business,Deluxe,BAR,176.12,528.36,8.4,Passive,False
R01730,G0328,3,2024-04-13,Friday,4,69,Bleisure,Suite,Loyalty Rate,371.43,1485.72,9.6,Promoter,False
R01731,G0328,4,2023-04-23,Thursday,3,62,Leisure,Deluxe,BAR,184.72,554.16,7.9,Passive,False
R01732,G0328,5,2024-01-01,Saturday,6,56,Leisure,Deluxe,BAR,181.87,1091.22,7.8,Passive,False
R01733,G0329,1,2024-05-12,Friday,4,5,Bleisure,Standard,Corporate Rate,119.87,479.48,6.8,Detractor,False
R01734,G0330,1,2023-08-10,Sunday,6,1,Leisure,Suite,OTA Rate,405.62,2433.72,6.5,Detractor,False
R01735,G0330,2,2023-12-09,Saturday,5,25,Leisure,Deluxe,OTA Rate,200.76,1003.8,7.6,Passive,False
R01736,G0330,3,2024-07-16,Tuesday,7,8,Leisure,Junior Suite,OTA Rate,267.59,1873.13,5.7,Detractor,False
R01737,G0331,1,2023-09-04,Monday,4,49,Leisure,Junior Suite,BAR,239.49,957.96,7.6,Passive,False
R01738,G0331,2,2024-12-04,Saturday,3,33,Leisure,Junior Suite,Loyalty Rate,256.59,769.77,7.8,Passive,False
R01739,G0331,3,2024-08-25,Friday,6,54,Leisure,Junior Suite,Loyalty Rate,256.35,1538.1,9.5,Promoter,True
R01740,G0331,4,2024-08-20,Thursday,5,69,Bleisure,Junior Suite,BAR,238.59,1192.95,10.0,Promoter,True
R01741,G0331,5,2024-01-18,Monday,7,82,Leisure,Suite,Loyalty Rate,351.6,2461.2,8.6,Passive,False
R01742,G0331,6,2023-11-29,Monday,1,69,Business,Suite,Loyalty Rate,364.34,364.34,8.6,Passive,False
R01743,G0331,7,2023-01-16,Saturday,6,72,Leisure,Deluxe,BAR,177.22,1063.32,8.8,Passive,True
R01744,G0331,8,2024-03-09,Friday,5,20,Bleisure,Junior Suite,BAR,260.53,1302.65,9.6,Promoter,True
R01745,G0331,9,2024-03-14,Saturday,3,23,Leisure,Junior Suite,Loyalty Rate,256.87,770.61,8.0,Passive,False
R01746,G0331,10,2023-07-20,Monday,1,38,Business,Deluxe,Package,177.74,177.74,8.9,Passive,True
R01747,G0331,11,2024-10-24,Friday,7,16,Leisure,Suite,Package,344.66,2412.62,9.5,Promoter,True
R01748,G0331,12,2023-04-08,Thursday,1,65,Business,Junior Suite,Loyalty Rate,245.94,245.94,9.1,Promoter,True
R01749,G0331,13,2024-08-25,Monday,5,68,Leisure,Presidential Suite,Loyalty Rate,645.89,3229.45,8.9,Passive,True
R01750,G0331,14,2023-05-19,Thursday,2,54,Leisure,Junior Suite,Package,240.79,481.58,9.5,Promoter,False
R01751,G0331,15,2023-02-18,Tuesday,2,26,Bleisure,Presidential Suite,BAR,647.1,1294.2,6.5,Detractor,False
R01752,G0331,16,2023-03-19,Monday,3,53,Business,Junior Suite,BAR,242.52,727.56,9.2,Promoter,False
R01753,G0331,17,2024-01-08,Tuesday,1,41,Business,Deluxe,BAR,174.21,174.21,8.2,Passive,False
R01754,G0331,18,2024-02-26,Friday,3,52,Leisure,Deluxe,Loyalty Rate,184.52,553.56,7.2,Passive,False
R01755,G0331,19,2023-11-02,Friday,2,36,Leisure,Junior Suite,BAR,249.13,498.26,9.1,Promoter,True
R01756,G0331,20,2023-02-25,Saturday,4,45,Leisure,Junior Suite,Loyalty Rate,255.84,1023.36,9.8,Promoter,False
R01757,G0331,21,2023-09-06,Saturday,4,36,Bleisure,Suite,Package,353.36,1413.44,8.6,Passive,False
R01758,G0332,1,2023-04-05,Wednesday,5,65,Bleisure,Deluxe,BAR,214.33,1071.65,8.0,Passive,False
R01759,G0332,2,2023-10-01,Sunday,3,61,Leisure,Junior Suite,Promotional,286.43,859.29,8.8,Passive,False
R01760,G0332,3,2024-03-02,Tuesday,5,61,Bleisure,Standard,BAR,154.55,772.75,8.6,Passive,True
R01761,G0332,4,2023-10-23,Saturday,4,64,Leisure,Deluxe,BAR,196.01,784.04,8.8,Passive,True
R01762,G0332,5,2024-08-17,Saturday,5,30,Leisure,Junior Suite,Promotional,289.18,1445.9,8.1,Passive,False
R01763,G0333,1,2023-12-14,Wednesday,3,29,Leisure,Junior Suite,OTA Rate,284.06,852.18,6.4,Detractor,False
R01764,G0333,2,2024-02-02,Saturday,4,4,Leisure,Standard,OTA Rate,138.66,554.64,5.3,Detractor,False
R01765,G0334,1,2024-10-18,Saturday,5,24,Leisure,Junior Suite,OTA Rate,290.46,1452.3,6.1,Detractor,False
R01766,G0334,2,2023-11-28,Sunday,6,18,Leisure,Deluxe,OTA Rate,202.46,1214.76,5.9,Detractor,False
R01767,G0335,1,2023-09-10,Monday,6,24,Leisure,Junior Suite,OTA Rate,267.42,1604.52,8.0,Passive,False
R01768,G0336,1,2024-04-26,Thursday,7,23,Leisure,Deluxe,BAR,195.75,1370.25,6.7,Detractor,False
R01769,G0337,1,2024-05-27,Tuesday,3,21,Business,Standard,OTA Rate,146.03,438.09,6.4,Detractor,False
R01770,G0338,1,2023-01-30,Wednesday,1,18,Business,Standard,Corporate Rate,120.08,120.08,8.2,Passive,False
R01771,G0338,2,2024-12-08,Thursday,1,6,Business,Deluxe,Corporate Rate,171.41,171.41,8.1,Passive,False
R01772,G0338,3,2024-05-08,Sunday,2,20,Leisure,Suite,Corporate Rate,334.63,669.26,9.5,Promoter,True
R01773,G0338,4,2023-08-01,Sunday,2,15,Business,Suite,Corporate Rate,342.83,685.66,7.6,Passive,False
R01774,G0339,1,2023-11-01,Friday,5,103,Leisure,Deluxe,Loyalty Rate,180.66,903.3,8.0,Passive,False
R01775,G0339,2,2024-10-10,Sunday,5,117,Leisure,Deluxe,Package,172.96,864.8,7.5,Passive,False
R01776,G0339,3,2023-04-22,Saturday,7,101,Leisure,Suite,Loyalty Rate,354.93,2484.51,7.0,Passive,False
R01777,G0339,4,2024-08-09,Sunday,3,44,Leisure,Junior Suite,BAR,247.84,743.52,7.6,Passive,False
R01778,G0339,5,2023-10-27,Tuesday,6,107,Leisure,Standard,BAR,134.86,809.16,8.1,Passive,False
R01779,G0339,6,2023-08-12,Saturday,3,70,Leisure,Standard,Loyalty Rate,138.17,414.51,7.8,Passive,False
R01780,G0340,1,2023-01-29,Thursday,1,19,Business,Deluxe,OTA Rate,202.0,202.0,6.1,Detractor,False
R01781,G0340,2,2023-02-04,Tuesday,3,8,Leisure,Standard,OTA Rate,142.35,427.05,5.9,Detractor,False
R01782,G0341,1,2024-05-02,Friday,5,9,Leisure,Suite,Corporate Rate,330.12,1650.6,6.7,Detractor,False
R01783,G0342,1,2023-04-13,Sunday,4,25,Bleisure,Junior Suite,Promotional,301.25,1205.0,5.6,Detractor,False
R01784,G0343,1,2024-05-20,Monday,4,30,Leisure,Deluxe,OTA Rate,185.76,743.04,6.9,Detractor,False
R01785,G0343,2,2023-01-11,Saturday,7,19,Leisure,Deluxe,OTA Rate,185.23,1296.61,6.7,Detractor,False
R01786,G0344,1,2023-01-26,Tuesday,1,18,Business,Deluxe,BAR,186.7,186.7,6.6,Detractor,False
R01787,G0344,2,2024-03-03,Friday,6,18,Leisure,Junior Suite,Loyalty Rate,254.47,1526.82,7.9,Passive,False
R01788,G0344,3,2023-02-10,Monday,1,47,Business,Junior Suite,BAR,246.33,246.33,7.5,Passive,False
R01789,G0344,4,2024-07-20,Wednesday,2,40,Bleisure,Deluxe,Loyalty Rate,170.37,340.74,8.4,Passive,False
R01790,G0344,5,2024-05-04,Saturday,5,89,Leisure,Standard,Package,132.34,661.7,9.2,Promoter,True
R01791,G0344,6,2024-05-07,Thursday,1,77,Business,Standard,Package,138.31,138.31,6.6,Detractor,False
R01792,G0345,1,2023-04-11,Thursday,2,38,Leisure,Deluxe,Loyalty Rate,186.41,372.82,7.9,Passive,False
R01793,G0345,2,2023-06-15,Friday,7,32,Leisure,Deluxe,Loyalty Rate,185.87,1301.09,8.0,Passive,False
R01794,G0345,3,2024-04-15,Thursday,3,83,Leisure,Suite,Loyalty Rate,376.23,1128.69,8.6,Passive,True
R01795,G0345,4,2024-03-22,Friday,5,69,Leisure,Deluxe,Loyalty Rate,181.19,905.95,8.3,Passive,False
R01796,G0345,5,2023-09-02,Sunday,2,102,Leisure,Junior Suite,BAR,240.25,480.5,7.5,Passive,False
R01797,G0345,6,2024-01-24,Wednesday,2,42,Business,Deluxe,Loyalty Rate,176.08,352.16,7.8,Passive,False
R01798,G0345,7,2023-02-19,Tuesday,2,48,Business,Deluxe,Loyalty Rate,182.35,364.7,7.5,Passive,False
R01799,G0345,8,2024-11-08,Monday,3,53,Business,Suite,Loyalty Rate,378.98,1136.94,9.0,Promoter,True
R01800,G0346,1,2024-11-02,Thursday,2,1,Leisure,Standard,OTA Rate,144.12,288.24,6.3,Detractor,False
R01801,G0347,1,2024-05-13,Monday,7,73,Leisure,Junior Suite,BAR,254.27,1779.89,9.3,Promoter,True
R01802,G0347,2,2024-01-03,Saturday,3,21,Bleisure,Standard,Loyalty Rate,141.41,424.23,8.1,Passive,False
R01803,G0347,3,2024-12-18,Friday,4,65,Leisure,Deluxe,Loyalty Rate,179.2,716.8,7.5,Passive,False
R01804,G0347,4,2023-05-30,Wednesday,7,25,Leisure,Junior Suite,Loyalty Rate,240.87,1686.09,6.9,Detractor,False
R01805,G0347,5,2024-10-31,Friday,4,62,Bleisure,Suite,Loyalty Rate,365.62,1462.48,6.7,Detractor,False
R01806,G0347,6,2023-03-26,Sunday,4,28,Bleisure,Suite,Loyalty Rate,371.8,1487.2,6.8,Detractor,False
R01807,G0347,7,2024-06-05,Sunday,3,47,Leisure,Standard,BAR,133.28,399.84,8.3,Passive,False
R01808,G0348,1,2023-04-16,Monday,7,66,Leisure,Deluxe,BAR,182.53,1277.71,8.2,Passive,False
R01809,G0348,2,2023-04-13,Friday,2,74,Leisure,Deluxe,Loyalty Rate,183.48,366.96,6.8,Detractor,False
R01810,G0348,3,2023-05-05,Saturday,3,31,Bleisure,Deluxe,BAR,172.75,518.25,8.8,Passive,False
R01811,G0348,4,2023-10-18,Tuesday,2,33,Business,Junior Suite,Loyalty Rate,254.06,508.12,7.7,Passive,False
R01812,G0348,5,2024-09-01,Monday,2,18,Bleisure,Junior Suite,BAR,249.77,499.54,8.2,Passive,False
R01813,G0348,6,2023-04-29,Friday,1,28,Business,Suite,Loyalty Rate,340.34,340.34,9.4,Promoter,False
R01814,G0348,7,2023-11-18,Saturday,2,32,Business,Deluxe,BAR,180.93,361.86,8.8,Passive,False
R01815,G0348,8,2023-01-08,Friday,2,60,Leisure,Presidential Suite,BAR,597.01,1194.02,7.9,Passive,False
R01816,G0348,9,2024-04-20,Monday,6,16,Leisure,Suite,Loyalty Rate,351.12,2106.72,7.4,Passive,False
R01817,G0349,1,2024-09-28,Sunday,4,45,Bleisure,Deluxe,Package,215.07,860.28,5.5,Detractor,False
R01818,G0349,2,2023-05-10,Friday,2,47,Leisure,Standard,BAR,159.43,318.86,6.9,Detractor,False
R01819,G0349,3,2023-10-22,Saturday,6,18,Leisure,Standard,Package,156.62,939.72,7.3,Passive,False
R01820,G0349,4,2024-09-16,Tuesday,2,77,Business,Presidential Suite,BAR,738.53,1477.06,6.7,Detractor,False
R01821,G0349,5,2023-01-26,Thursday,6,88,Leisure,Junior Suite,Package,269.12,1614.72,7.4,Passive,False
R01822,G0350,1,2024-11-07,Sunday,5,46,Leisure,Suite,Package,371.95,1859.75,7.9,Passive,False
R01823,G0350,2,2024-02-17,Monday,4,84,Leisure,Deluxe,Loyalty Rate,178.96,715.84,7.9,Passive,False
R01824,G0350,3,2024-01-17,Thursday,2,83,Leisure,Suite,Loyalty Rate,374.85,749.7,7.6,Passive,False
R01825,G0350,4,2023-01-01,Saturday,5,86,Leisure,Junior Suite,BAR,247.17,1235.85,8.2,Passive,False
R01826,G0350,5,2023-06-06,Saturday,5,15,Leisure,Deluxe,BAR,176.88,884.4,8.5,Passive,True
R01827,G0350,6,2023-09-04,Thursday,2,70,Business,Suite,Loyalty Rate,351.85,703.7,7.2,Passive,False
R01828,G0350,7,2024-03-30,Sunday,5,85,Bleisure,Standard,BAR,134.87,674.35,9.2,Promoter,True
R01829,G0350,8,2023-08-14,Friday,3,75,Leisure,Junior Suite,BAR,241.63,724.89,8.0,Passive,False
R01830,G0350,9,2024-09-19,Thursday,4,72,Leisure,Suite,Loyalty Rate,375.43,1501.72,8.1,Passive,False
R01831,G0350,10,2023-11-27,Saturday,6,50,Leisure,Junior Suite,Loyalty Rate,241.08,1446.48,8.7,Passive,True
R01832,G0351,1,2023-08-06,Monday,5,5,Business,Junior Suite,Corporate Rate,226.72,1133.6,7.0,Passive,False
R01833,G0352,1,2023-04-24,Friday,5,90,Leisure,Standard,BAR,148.6,743.0,7.6,Passive,False
R01834,G0352,2,2023-10-16,Saturday,2,63,Leisure,Standard,BAR,159.63,319.26,7.3,Passive,False
R01835,G0353,1,2023-01-16,Monday,2,2,Business,Standard,OTA Rate,151.86,303.72,5.8,Detractor,False
R01836,G0354,1,2023-08-15,Saturday,4,90,Leisure,Junior Suite,Loyalty Rate,243.35,973.4,8.7,Passive,True
R01837,G0354,2,2024-10-17,Saturday,6,63,Leisure,Junior Suite,Loyalty Rate,262.58,1575.48,7.8,Passive,False
R01838,G0354,3,2023-05-24,Friday,7,90,Leisure,Deluxe,Loyalty Rate,178.81,1251.67,8.8,Passive,False
R01839,G0354,4,2024-09-06,Monday,2,25,Business,Junior Suite,BAR,258.61,517.22,8.7,Passive,False
R01840,G0354,5,2024-01-03,Saturday,5,62,Leisure,Suite,Loyalty Rate,378.67,1893.35,8.5,Passive,True
R01841,G0354,6,2023-08-15,Saturday,2,41,Leisure,Deluxe,Loyalty Rate,172.27,344.54,8.6,Passive,True
R01842,G0354,7,2024-06-28,Sunday,2,37,Leisure,Deluxe,Loyalty Rate,182.51,365.02,7.2,Passive,False
R01843,G0354,8,2023-02-19,Tuesday,1,41,Business,Junior Suite,Loyalty Rate,254.01,254.01,8.3,Passive,False
R01844,G0354,9,2023-03-28,Monday,7,16,Leisure,Deluxe,BAR,175.95,1231.65,8.8,Passive,True
R01845,G0354,10,2023-05-30,Tuesday,3,49,Business,Suite,Loyalty Rate,368.67,1106.01,8.8,Passive,True
R01846,G0354,11,2024-09-06,Saturday,3,43,Bleisure,Standard,BAR,131.78,395.34,7.9,Passive,False
R01847,G0354,12,2023-08-11,Tuesday,2,73,Business,Suite,BAR,369.81,739.62,9.7,Promoter,True
R01848,G0354,13,2024-01-21,Saturday,3,70,Bleisure,Standard,BAR,135.81,407.43,8.0,Passive,False
R01849,G0354,14,2023-12-28,Wednesday,1,24,Business,Suite,Package,356.22,356.22,9.5,Promoter,True
R01850,G0355,1,2024-03-14,Friday,7,21,Leisure,Suite,OTA Rate,388.77,2721.39,6.6,Detractor,False
R01851,G0355,2,2023-05-09,Wednesday,3,27,Business,Junior Suite,OTA Rate,268.33,804.99,6.1,Detractor,False
R01852,G0356,1,2024-07-14,Thursday,3,4,Business,Standard,Corporate Rate,122.86,368.58,8.2,Passive,False
R01853,G0356,2,2024-11-22,Wednesday,3,17,Business,Standard,Corporate Rate,128.58,385.74,6.1,Detractor,False
R01854,G0357,1,2024-05-04,Wednesday,4,33,Leisure,Deluxe,BAR,205.14,820.56,7.9,Passive,False
R01855,G0357,2,2024-08-22,Sunday,7,50,Leisure,Junior Suite,BAR,274.29,1920.03,8.3,Passive,False
R01856,G0357,3,2024-05-24,Thursday,7,53,Bleisure,Deluxe,BAR,217.08,1519.56,7.0,Passive,False
R01857,G0358,1,2023-09-08,Friday,3,19,Leisure,Suite,OTA Rate,396.37,1189.11,9.0,Promoter,False
R01858,G0358,2,2023-09-07,Monday,3,9,Leisure,Junior Suite,OTA Rate,278.42,835.26,8.0,Passive,False
R01859,G0358,3,2024-10-03,Friday,6,7,Leisure,Deluxe,OTA Rate,195.47,1172.82,8.4,Passive,False
R01860,G0358,4,2024-07-02,Tuesday,7,18,Leisure,Junior Suite,OTA Rate,281.45,1970.15,8.4,Passive,False
R01861,G0358,5,2024-02-27,Monday,4,29,Bleisure,Junior Suite,OTA Rate,275.68,1102.72,8.1,Passive,False
R01862,G0358,6,2023-02-12,Thursday,3,28,Business,Standard,OTA Rate,144.59,433.77,8.8,Passive,True
R01863,G0358,7,2024-12-18,Thursday,5,15,Bleisure,Presidential Suite,OTA Rate,722.76,3613.8,8.8,Passive,False
R01864,G0358,8,2024-01-13,Monday,1,9,Business,Junior Suite,OTA Rate,269.21,269.21,6.8,Detractor,False
R01865,G0359,1,2023-09-12,Sunday,7,61,Leisure,Suite,BAR,407.14,2849.98,7.8,Passive,False
R01866,G0359,2,2024-02-25,Friday,7,75,Leisure,Deluxe,BAR,212.99,1490.93,5.8,Detractor,False
R01867,G0360,1,2023-10-22,Sunday,5,66,Leisure,Junior Suite,Loyalty Rate,263.89,1319.45,8.6,Passive,False
R01868,G0360,2,2024-08-04,Friday,4,32,Leisure,Suite,Loyalty Rate,355.98,1423.92,9.0,Promoter,True
R01869,G0360,3,2024-04-03,Saturday,7,43,Leisure,Junior Suite,BAR,254.28,1779.96,7.2,Passive,False
R01870,G0360,4,2024-08-21,Thursday,4,23,Leisure,Standard,Loyalty Rate,133.16,532.64,7.8,Passive,False
R01871,G0360,5,2024-11-03,Monday,4,51,Leisure,Suite,Loyalty Rate,378.41,1513.64,7.2,Passive,False
R01872,G0360,6,2024-12-07,Saturday,7,50,Leisure,Suite,Package,368.0,2576.0,7.9,Passive,False
R01873,G0360,7,2024-04-19,Tuesday,7,51,Leisure,Junior Suite,Loyalty Rate,237.83,1664.81,7.9,Passive,False
R01874,G0361,1,2023-08-24,Friday,2,10,Leisure,Deluxe,OTA Rate,200.69,401.38,7.3,Passive,False
R01875,G0361,2,2023-05-28,Wednesday,7,24,Leisure,Junior Suite,OTA Rate,281.83,1972.81,8.0,Passive,False
R01876,G0361,3,2024-08-04,Thursday,2,23,Leisure,Junior Suite,OTA Rate,274.39,548.78,8.1,Passive,False
R01877,G0361,4,2024-03-31,Monday,3,8,Business,Deluxe,OTA Rate,205.04,615.12,6.6,Detractor,False
R01878,G0361,5,2024-06-16,Monday,2,5,Bleisure,Junior Suite,OTA Rate,286.62,573.24,6.8,Detractor,False
R01879,G0362,1,2023-01-28,Sunday,7,80,Leisure,Standard,Promotional,144.38,1010.66,5.9,Detractor,False
R01880,G0362,2,2023-09-17,Sunday,3,40,Leisure,Presidential Suite,BAR,753.08,2259.24,6.9,Detractor,False
R01881,G0362,3,2024-11-22,Monday,6,35,Leisure,Suite,Package,415.27,2491.62,8.3,Passive,False
R01882,G0362,4,2024-05-25,Saturday,7,40,Leisure,Deluxe,Promotional,208.16,1457.12,8.8,Passive,True
R01883,G0363,1,2023-10-20,Sunday,6,31,Leisure,Standard,Promotional,162.05,972.3,6.2,Detractor,False
R01884,G0363,2,2023-10-14,Sunday,2,38,Leisure,Standard,Package,158.62,317.24,7.0,Passive,False
R01885,G0363,3,2023-04-06,Sunday,4,20,Leisure,Junior Suite,Promotional,301.65,1206.6,7.5,Passive,False
R01886,G0363,4,2023-03-21,Tuesday,2,28,Business,Deluxe,Package,204.89,409.78,7.7,Passive,False
R01887,G0364,1,2024-12-08,Saturday,4,19,Bleisure,Suite,Corporate Rate,342.23,1368.92,7.8,Passive,False
R01888,G0364,2,2023-02-06,Wednesday,5,4,Business,Junior Suite,Corporate Rate,224.98,1124.9,9.0,Promoter,True
R01889,G0364,3,2024-06-05,Thursday,4,19,Business,Suite,Corporate Rate,323.31,1293.24,8.3,Passive,False
R01890,G0364,4,2024-06-11,Wednesday,5,14,Business,Suite,Corporate Rate,327.06,1635.3,8.7,Passive,False
R01891,G0364,5,2023-01-13,Tuesday,6,12,Business,Junior Suite,Corporate Rate,236.79,1420.74,9.1,Promoter,False
R01892,G0364,6,2024-07-16,Monday,3,7,Business,Presidential Suite,Corporate Rate,614.44,1843.32,8.7,Passive,False
